Calibre,Projectile Type,Projectile Dimension,dia,Projectile Mass,Total Mass with Sabot,Petal Burst Pressure,Powder Mass,Actual Velocity,Expected Velocity,Shape,s_type,Breadth,Height,Material,c_drag,Surface Area,Volume,SA/Vol,Density,Moment of Inertia,cd,Sabot Length,Plate Material,Plate Thickness,Impact Angle,Kinetic Energy,Perforated
29 mm,C,14.34,14.34,12.98,15.81,74.05,2.29,1000.24,1080.65,ogive,type1,11.07,3.8,steel,0.221,572.495,363.653,1.574,7800,0.1789,0.368,74.0,Steel,6.31,33.1,6493.12,1
40 mm,C,9.6,9.6,5.14,9.02,53.02,4.78,1325.7,1241.7,ogive,type2,3.89,12.56,aluminum,0.445,120.607,667.821,0.181,2700,0.3047,0.563,63.47,Steel,23.28,9.7,4516.72,0
40 mm,B,11.47,11.47,24.11,27.73,60.58,3.7,859.5,883.95,ogive,type3,11.82,2.23,aluminum,0.849,396.768,2269.196,0.175,2700,0.4228,0.592,20.39,Aluminum,5.96,35.1,8905.51,1
29 mm,B,13.31,13.31,22.37,24.42,24.63,7.52,1578.85,1612.69,spherical,type2,4.9,12.6,aluminum,0.786,480.635,1333.253,0.36,2700,0.3041,0.12,36.53,Steel,11.56,3.5,27881.6,1
40 mm,C,13.29,13.29,10.82,14.4,77.27,7.54,1240.33,1313.39,ogive,type1,9.72,9.59,aluminum,0.632,544.843,219.317,2.484,2700,0.1153,0.356,28.04,Titanium,18.27,6.4,8322.84,0
40 mm,A,5.63,5.63,24.96,28.84,38.91,2.39,1323.11,1359.41,cylindrical,type1,9.34,2.25,tungsten,0.361,310.11,2002.52,0.155,19300,0.3972,0.435,33.41,Titanium,27.73,42.0,21847.74,0
29 mm,A,11.59,11.59,11.34,13.11,41.26,5.34,1624.89,1629.91,spherical,type1,4.65,12.06,steel,0.431,130.69,2179.911,0.06,7800,0.1136,0.48,31.79,Steel,7.63,12.6,14970.32,1
40 mm,B,8.21,8.21,14.18,17.01,33.37,5.47,903.66,925.16,spherical,type3,8.39,3.32,steel,0.801,364.459,2725.498,0.134,7800,0.3418,0.556,69.82,Steel,13.71,6.8,5789.7,0
40 mm,A,18.75,18.75,22.03,23.88,25.08,4.94,892.7,855.95,cylindrical,type1,13.43,9.02,tungsten,0.689,852.726,632.887,1.347,19300,0.3468,0.451,52.53,Aluminum,19.42,9.7,8778.0,0
40 mm,A,19.65,19.65,11.09,14.04,67.4,1.87,1162.88,1143.48,cylindrical,type2,10.85,6.32,tungsten,0.4,827.072,2600.064,0.318,19300,0.1834,0.429,25.32,Aluminum,23.51,16.2,7498.45,0
40 mm,C,9.49,9.49,14.01,15.29,34.43,5.58,1564.74,1497.95,spherical,type1,14.9,11.87,tungsten,0.293,262.676,2184.382,0.12,19300,0.2786,0.08,26.58,Titanium,27.88,37.7,17151.12,0
40 mm,C,7.63,7.63,18.31,21.51,36.96,6.59,764.4,838.75,ogive,type2,12.2,13.09,aluminum,0.747,681.67,1778.144,0.383,2700,0.1025,0.35,96.03,Titanium,16.72,6.9,5349.33,0
29 mm,B,8.29,8.29,7.61,9.87,30.91,3.42,1574.69,1597.2,ogive,type3,10.36,8.04,steel,0.603,931.283,932.956,0.998,7800,0.2135,0.379,32.38,Aluminum,26.02,0.7,9435.06,0
40 mm,B,12.17,12.17,13.45,16.21,78.49,4.6,1250.83,1205.02,cylindrical,type2,9.32,11.85,tungsten,0.874,254.897,1481.96,0.172,19300,0.3477,0.433,40.31,Titanium,20.43,38.9,10521.77,0
40 mm,B,18.12,18.12,11.19,12.27,66.86,1.81,1317.94,1331.51,ogive,type2,14.19,13.92,aluminum,0.485,215.809,755.158,0.286,2700,0.2137,0.371,65.94,Steel,10.1,13.5,9718.32,1
29 mm,C,12.5,12.5,18.54,21.63,75.79,7.51,1320.82,1378.79,ogive,type1,8.85,10.96,aluminum,0.444,119.932,2209.544,0.054,2700,0.1191,0.275,34.97,Steel,19.49,3.5,16172.12,0
40 mm,B,5.83,5.83,7.72,10.21,71.7,1.77,761.78,811.42,ogive,type1,7.23,6.19,aluminum,0.404,255.17,2170.051,0.118,2700,0.3697,0.318,35.8,Titanium,12.85,1.2,2239.99,0
29 mm,A,5.6,5.6,9.65,12.53,74.38,2.46,974.75,928.37,spherical,type3,12.85,8.02,aluminum,0.537,832.557,736.284,1.131,2700,0.397,0.582,25.81,Steel,22.59,40.5,4584.41,0
29 mm,B,8.41,8.41,19.23,21.18,48.74,3.09,1530.83,1374.14,ogive,type1,14.22,4.99,aluminum,0.426,832.591,907.327,0.918,2700,0.4452,0.231,98.47,Steel,12.11,23.5,22532.18,1
29 mm,B,17.64,17.64,8.12,9.56,30.23,6.78,1153.49,1173.26,cylindrical,type2,8.23,7.96,tungsten,0.251,586.407,2723.113,0.215,19300,0.4502,0.481,68.48,Aluminum,11.57,27.5,5401.99,0
40 mm,C,14.32,14.32,13.44,15.75,39.61,5.9,1316.57,1272.23,ogive,type1,3.78,5.2,aluminum,0.418,400.208,1520.718,0.263,2700,0.2985,0.384,62.38,Aluminum,28.63,27.7,11648.16,0
29 mm,C,13.44,13.44,19.26,23.09,37.55,1.05,1739.36,1770.48,ogive,type1,9.91,12.49,steel,0.353,826.102,1743.128,0.474,7800,0.2629,0.294,91.09,Aluminum,27.72,23.5,29134.34,1
29 mm,C,9.78,9.78,20.31,21.99,63.03,2.28,750.9,798.41,spherical,type2,11.63,9.93,steel,0.771,275.514,2884.151,0.096,7800,0.3343,0.278,67.55,Steel,16.29,34.6,5725.9,0
29 mm,B,18.94,18.94,6.9,9.93,21.54,6.25,1194.65,1250.33,cylindrical,type3,6.86,10.23,steel,0.365,225.869,779.667,0.29,7800,0.4171,0.345,41.05,Steel,24.14,40.8,4923.8,0
40 mm,B,9.97,9.97,22.04,23.19,28.52,3.83,1097.4,1184.64,spherical,type1,11.72,3.43,steel,0.521,180.289,1955.965,0.092,7800,0.2901,0.49,57.78,Titanium,29.55,28.8,13271.24,0
40 mm,B,17.52,17.52,19.48,22.63,60.97,1.18,817.09,878.91,spherical,type3,8.9,2.02,steel,0.671,866.193,2367.242,0.366,7800,0.4981,0.117,58.21,Steel,7.22,38.0,6502.78,1
29 mm,A,18.44,18.44,11.79,13.51,27.41,7.75,1745.87,1833.35,cylindrical,type2,5.92,12.26,aluminum,0.304,743.359,1094.431,0.679,2700,0.355,0.551,51.85,Steel,20.15,0.4,17968.33,0
29 mm,C,12.25,12.25,20.28,22.63,22.9,2.06,1757.61,1826.56,ogive,type3,10.18,9.05,tungsten,0.572,662.128,1064.687,0.622,19300,0.2232,0.476,80.29,Titanium,11.34,21.6,31324.42,1
40 mm,C,18.41,18.41,19.57,21.67,26.55,4.57,1042.64,1115.95,ogive,type1,7.06,14.11,tungsten,0.793,754.721,2711.094,0.278,19300,0.4175,0.242,28.77,Aluminum,25.0,27.2,10637.26,0
29 mm,C,9.15,9.15,17.02,18.36,61.44,2.74,1741.39,1739.35,cylindrical,type3,12.23,8.98,tungsten,0.609,229.131,478.337,0.479,19300,0.1603,0.056,32.74,Aluminum,7.54,9.1,25806.06,1
40 mm,A,14.88,14.88,16.17,18.21,28.36,6.16,738.69,674.22,spherical,type1,2.04,4.79,aluminum,0.538,446.31,640.596,0.697,2700,0.4743,0.108,49.78,Titanium,24.72,7.2,4411.68,0
29 mm,A,6.32,6.32,19.69,21.74,28.78,6.44,1778.99,1903.1,cylindrical,type3,12.64,11.08,steel,0.787,832.704,1350.675,0.617,7800,0.2361,0.129,25.69,Titanium,10.02,6.1,31157.51,1
40 mm,C,12.11,12.11,24.99,27.56,33.82,3.78,1619.53,1622.68,ogive,type2,5.99,11.11,steel,0.863,925.089,2435.495,0.38,7800,0.374,0.107,98.99,Titanium,16.4,12.8,32772.85,1
29 mm,B,8.26,8.26,16.57,20.49,65.05,5.61,935.76,997.2,ogive,type2,14.48,2.85,steel,0.775,561.786,1473.976,0.381,7800,0.3501,0.107,59.66,Steel,25.35,37.1,7254.73,0
29 mm,C,5.94,5.94,21.17,23.58,32.02,7.36,1359.5,1331.99,spherical,type1,11.87,11.02,steel,0.486,209.855,957.585,0.219,7800,0.1383,0.578,24.01,Steel,6.69,1.2,19563.62,1
40 mm,B,5.06,5.06,19.89,23.63,22.12,6.7,1578.13,1626.33,spherical,type2,5.13,4.76,steel,0.628,980.666,1376.826,0.712,7800,0.3886,0.412,68.63,Aluminum,28.2,27.1,24767.97,0
29 mm,B,9.87,9.87,22.12,24.5,74.35,3.9,1051.23,928.98,ogive,type1,14.72,5.31,tungsten,0.569,455.526,1447.289,0.315,19300,0.2247,0.501,82.49,Titanium,10.43,3.1,12222.23,1
40 mm,B,13.84,13.84,24.09,25.41,72.58,4.09,1089.13,1068.61,spherical,type2,8.49,2.41,tungsten,0.412,387.095,2235.671,0.173,19300,0.2525,0.36,52.62,Aluminum,17.52,26.7,14287.83,0
40 mm,C,11.83,11.83,8.86,10.55,31.09,7.21,1391.87,1386.95,spherical,type3,8.8,10.16,aluminum,0.505,207.992,2632.5,0.079,2700,0.1386,0.391,58.44,Titanium,23.36,11.3,8582.25,0
40 mm,B,9.53,9.53,8.31,10.53,35.92,1.24,861.8,884.93,spherical,type1,13.82,11.51,steel,0.78,111.367,1099.503,0.101,7800,0.424,0.535,76.05,Steel,8.09,7.1,3085.92,0
40 mm,C,19.87,19.87,16.73,18.71,31.31,1.16,830.03,883.63,cylindrical,type1,13.94,5.0,tungsten,0.41,643.306,2183.911,0.295,19300,0.4441,0.194,38.71,Aluminum,20.22,21.0,5763.07,0
40 mm,A,19.09,19.09,13.99,17.59,63.17,2.44,974.79,920.08,cylindrical,type1,11.06,12.3,steel,0.823,651.188,2163.888,0.301,7800,0.1537,0.432,67.81,Aluminum,17.89,10.4,6646.76,0
29 mm,B,6.88,6.88,16.41,19.45,35.0,6.79,1515.39,1548.39,cylindrical,type1,14.72,11.91,steel,0.894,310.817,2347.453,0.132,7800,0.425,0.545,70.48,Aluminum,19.65,17.0,18842.02,1
29 mm,C,11.23,11.23,20.96,23.69,75.89,2.07,1103.26,1164.59,spherical,type1,6.28,7.33,tungsten,0.415,245.788,1810.73,0.136,19300,0.4592,0.565,84.37,Steel,21.56,28.5,12756.07,0
29 mm,C,14.73,14.73,23.63,26.1,69.66,3.0,1258.09,1375.39,ogive,type1,5.02,2.89,tungsten,0.286,575.208,241.156,2.385,19300,0.1389,0.294,91.29,Aluminum,15.52,42.1,18700.67,1
40 mm,C,16.0,16.0,13.35,15.54,55.3,5.4,915.0,950.33,ogive,type2,2.38,5.64,aluminum,0.87,491.866,2036.429,0.242,2700,0.499,0.521,95.27,Titanium,12.47,27.8,5588.48,0
29 mm,A,10.5,10.5,19.36,22.2,20.54,2.29,913.52,890.54,cylindrical,type1,6.5,4.15,tungsten,0.32,373.289,1914.433,0.195,19300,0.1018,0.327,30.11,Aluminum,9.6,22.8,8078.14,0
29 mm,C,16.19,16.19,8.94,10.31,73.02,3.12,1415.5,1351.91,spherical,type3,9.83,14.46,tungsten,0.74,296.41,1912.254,0.155,19300,0.437,0.192,85.3,Titanium,28.48,25.1,8956.27,0
29 mm,C,6.86,6.86,15.69,17.18,63.67,4.27,819.21,910.67,cylindrical,type3,5.97,12.63,steel,0.227,873.375,987.636,0.884,7800,0.3233,0.188,74.03,Titanium,15.03,21.2,5264.82,0
29 mm,C,9.98,9.98,5.44,7.35,67.27,2.6,1434.62,1471.49,ogive,type3,9.54,3.02,steel,0.365,985.445,474.079,2.079,7800,0.4829,0.298,49.66,Steel,12.06,25.3,5598.13,0
29 mm,A,15.75,15.75,15.08,16.59,24.31,7.95,1140.77,1139.67,cylindrical,type2,2.63,8.67,aluminum,0.382,420.024,730.187,0.575,2700,0.2352,0.192,93.82,Steel,6.31,25.7,9812.23,1
29 mm,C,14.39,14.39,15.91,18.94,62.51,2.14,1438.4,1357.41,spherical,type1,6.6,5.47,aluminum,0.408,728.318,805.374,0.904,2700,0.2443,0.066,88.81,Aluminum,23.78,22.1,16458.85,0
40 mm,C,17.56,17.56,19.71,20.78,68.28,6.95,1119.9,1073.34,cylindrical,type3,11.72,2.42,tungsten,0.844,878.992,686.107,1.281,19300,0.4362,0.108,81.95,Aluminum,18.19,35.5,12359.9,0
40 mm,C,5.7,5.7,17.99,19.47,77.4,4.29,1630.66,1662.23,cylindrical,type1,3.36,6.19,steel,0.323,124.243,884.703,0.14,7800,0.3843,0.517,24.6,Titanium,9.77,17.6,23918.17,1
40 mm,A,7.62,7.62,12.17,15.88,54.83,1.9,761.11,778.8,cylindrical,type2,11.29,3.66,tungsten,0.322,917.258,392.337,2.338,19300,0.3402,0.535,34.16,Steel,27.33,4.9,3524.97,0
29 mm,C,5.73,5.73,5.11,9.1,50.48,1.83,1682.63,1585.31,cylindrical,type2,11.92,4.9,steel,0.684,549.234,954.112,0.576,7800,0.3578,0.53,93.47,Aluminum,28.34,28.9,7233.83,0
40 mm,A,7.88,7.88,7.31,9.77,45.52,4.5,995.53,1027.16,spherical,type3,9.39,6.25,tungsten,0.867,601.074,2994.079,0.201,19300,0.3731,0.355,98.58,Steel,27.02,35.8,3622.4,0
29 mm,B,5.06,5.06,24.46,26.95,62.08,3.47,746.8,668.38,ogive,type2,13.52,7.32,tungsten,0.472,585.886,1631.867,0.359,19300,0.1191,0.564,42.18,Aluminum,19.02,35.1,6820.8,0
40 mm,B,12.56,12.56,23.45,26.77,75.25,2.64,1318.64,1386.34,cylindrical,type3,14.41,8.09,aluminum,0.741,318.634,1164.384,0.274,2700,0.1471,0.325,42.19,Aluminum,14.33,11.3,20387.56,1
40 mm,B,12.92,12.92,11.5,12.61,55.99,7.71,946.79,957.22,cylindrical,type3,2.45,8.76,tungsten,0.222,804.017,2217.364,0.363,19300,0.1725,0.304,68.82,Titanium,9.05,29.1,5154.36,0
40 mm,C,14.87,14.87,10.18,12.46,33.64,4.24,1205.12,1181.95,cylindrical,type2,10.83,6.81,steel,0.777,759.105,1514.489,0.501,7800,0.1707,0.311,26.09,Titanium,14.43,44.9,7392.28,0
29 mm,A,10.77,10.77,13.73,15.03,21.05,7.5,1582.55,1632.06,cylindrical,type3,5.08,8.48,tungsten,0.706,186.213,282.594,0.659,19300,0.4372,0.19,67.63,Steel,20.3,4.7,17193.15,0
29 mm,B,5.05,5.05,18.8,21.0,57.15,2.15,1570.7,1588.37,spherical,type1,7.31,7.43,aluminum,0.828,606.512,1732.691,0.35,2700,0.2578,0.387,97.5,Titanium,10.66,23.5,23190.73,1
40 mm,B,15.11,15.11,12.14,16.09,71.88,2.28,1360.42,1426.67,ogive,type3,10.1,14.54,aluminum,0.646,961.324,1051.386,0.914,2700,0.2958,0.297,43.76,Titanium,16.6,13.7,11234.01,0
29 mm,B,5.81,5.81,6.35,9.61,23.96,5.17,1775.66,1779.68,spherical,type1,11.26,2.88,steel,0.859,884.042,1799.315,0.491,7800,0.1358,0.586,79.42,Steel,19.33,35.6,10010.67,0
29 mm,A,17.99,17.99,13.06,17.02,43.85,2.89,1210.13,1217.07,cylindrical,type3,12.92,9.62,aluminum,0.473,663.314,685.01,0.968,2700,0.4482,0.145,61.99,Steel,23.29,14.6,9562.63,0
29 mm,A,5.34,5.34,10.21,13.45,76.4,2.29,743.33,729.07,spherical,type2,11.17,4.52,steel,0.713,278.824,1551.14,0.18,7800,0.1041,0.092,42.98,Titanium,7.28,33.0,2820.71,0
29 mm,A,12.96,12.96,11.5,14.32,50.1,1.66,1601.37,1614.52,spherical,type3,12.11,6.88,tungsten,0.708,412.501,742.193,0.556,19300,0.1333,0.243,53.0,Titanium,26.67,7.2,14745.22,0
29 mm,B,18.42,18.42,8.26,11.52,33.24,1.53,943.42,1028.32,spherical,type1,9.79,9.1,tungsten,0.388,235.322,1036.683,0.227,19300,0.4248,0.169,64.09,Steel,16.4,3.0,3675.87,0
29 mm,B,13.59,13.59,18.18,21.16,41.22,6.27,893.86,868.72,ogive,type2,3.52,11.88,tungsten,0.844,839.738,2124.061,0.395,19300,0.1522,0.596,80.93,Aluminum,19.55,4.7,7262.78,0
40 mm,B,14.13,14.13,15.53,17.92,44.49,2.98,777.01,809.41,cylindrical,type3,2.28,14.71,tungsten,0.745,800.804,837.428,0.956,19300,0.4173,0.357,63.26,Titanium,28.51,11.7,4688.08,0
40 mm,B,15.22,15.22,10.42,12.3,27.04,7.85,1060.69,1016.67,cylindrical,type1,8.89,8.42,tungsten,0.806,919.322,1367.985,0.672,19300,0.2402,0.248,94.01,Steel,9.2,38.2,5861.58,0
40 mm,A,6.84,6.84,16.08,18.64,59.65,2.28,1058.77,955.43,ogive,type1,11.3,5.34,tungsten,0.454,157.056,404.788,0.388,19300,0.4104,0.404,29.36,Aluminum,27.11,6.8,9012.79,0
29 mm,A,15.12,15.12,14.85,16.63,55.53,3.48,1033.05,1043.42,spherical,type1,3.42,12.29,steel,0.789,968.242,2124.054,0.456,7800,0.1201,0.299,96.62,Titanium,25.11,1.5,7923.9,0
40 mm,B,18.21,18.21,20.92,23.38,58.86,3.62,1352.51,1371.03,cylindrical,type1,7.58,4.88,tungsten,0.42,969.785,1709.041,0.567,19300,0.2365,0.165,64.05,Steel,29.85,38.4,19134.3,0
29 mm,C,19.61,19.61,24.12,25.56,56.65,4.5,1526.7,1521.2,cylindrical,type2,5.33,8.6,steel,0.875,706.969,2478.613,0.285,7800,0.2925,0.267,51.35,Aluminum,14.83,16.9,28109.6,1
29 mm,A,11.65,11.65,7.61,10.31,21.0,7.09,1731.54,1656.74,cylindrical,type2,9.37,13.01,steel,0.217,893.573,1698.211,0.526,7800,0.3503,0.207,26.08,Aluminum,8.17,26.5,11408.27,1
29 mm,C,10.17,10.17,22.68,24.42,30.47,6.84,803.46,818.68,spherical,type1,7.08,7.25,aluminum,0.633,494.594,2983.799,0.166,2700,0.4345,0.401,43.7,Steel,5.35,3.8,7320.51,1
29 mm,B,16.3,16.3,19.1,20.98,29.93,1.07,865.42,878.74,ogive,type1,4.62,9.24,steel,0.279,382.064,875.169,0.437,7800,0.1978,0.499,55.03,Aluminum,24.81,40.8,7152.49,0
40 mm,A,13.14,13.14,18.85,21.35,25.88,3.86,1348.83,1304.39,spherical,type1,2.06,3.55,aluminum,0.703,238.932,2277.898,0.105,2700,0.3636,0.194,94.97,Titanium,8.41,22.7,17147.3,1
29 mm,B,8.86,8.86,12.49,13.98,64.13,6.8,807.95,740.28,ogive,type3,6.18,2.73,steel,0.455,128.422,1410.515,0.091,7800,0.1607,0.392,80.51,Steel,12.65,4.0,4076.63,0
40 mm,A,7.58,7.58,11.88,15.77,27.21,1.0,1107.84,1095.22,ogive,type3,8.71,14.82,tungsten,0.809,137.798,1252.701,0.11,19300,0.4181,0.44,24.72,Aluminum,29.68,28.5,7290.22,0
29 mm,A,7.55,7.55,5.11,7.45,60.09,4.74,1387.01,1419.66,cylindrical,type1,14.08,4.33,steel,0.811,722.41,2248.282,0.321,7800,0.4733,0.254,46.23,Aluminum,16.05,16.5,4915.3,0
40 mm,B,11.89,11.89,24.64,26.7,30.7,2.82,1558.6,1579.43,spherical,type1,4.96,6.36,steel,0.458,402.917,2875.56,0.14,7800,0.1189,0.318,59.31,Steel,10.78,15.9,29928.16,1
29 mm,B,7.55,7.55,17.13,18.22,27.1,3.89,939.36,895.32,spherical,type1,8.66,8.56,steel,0.767,148.656,2315.615,0.064,7800,0.1319,0.247,88.01,Steel,23.83,18.4,7557.73,0
29 mm,C,5.3,5.3,13.05,16.58,29.75,3.94,1434.78,1441.63,ogive,type3,9.36,6.87,steel,0.677,200.982,1124.344,0.179,7800,0.415,0.255,82.11,Aluminum,11.79,22.9,13432.32,1
40 mm,A,5.78,5.78,15.88,18.76,50.5,3.74,1410.46,1454.82,ogive,type3,10.44,3.27,steel,0.499,698.755,1627.697,0.429,7800,0.4521,0.295,37.29,Aluminum,18.28,27.9,15795.82,0
40 mm,C,18.95,18.95,5.81,8.06,58.73,7.24,1645.58,1586.95,ogive,type3,6.27,4.56,tungsten,0.44,944.812,807.992,1.169,19300,0.3593,0.212,24.04,Titanium,8.93,6.6,7866.55,0
29 mm,A,6.09,6.09,8.47,10.21,68.72,4.76,1045.12,1048.28,spherical,type1,3.29,8.41,tungsten,0.347,467.18,1936.669,0.241,19300,0.2845,0.319,30.59,Titanium,16.52,33.9,4625.79,0
40 mm,A,6.1,6.1,17.47,20.71,27.71,7.33,1525.1,1592.08,cylindrical,type2,13.98,7.7,aluminum,0.244,799.892,1327.244,0.603,2700,0.4076,0.464,60.26,Steel,7.72,1.2,20317.0,1
29 mm,C,11.77,11.77,15.29,19.13,56.97,6.09,1527.2,1463.45,spherical,type1,14.39,12.38,aluminum,0.562,976.224,838.773,1.164,2700,0.2199,0.267,27.19,Titanium,24.33,31.5,17830.74,0
40 mm,C,8.68,8.68,20.74,22.88,66.43,3.46,963.11,1020.89,ogive,type3,7.7,6.05,tungsten,0.578,737.469,259.06,2.847,19300,0.4967,0.57,39.98,Titanium,14.13,8.2,9619.01,0
40 mm,B,19.44,19.44,18.17,19.57,38.74,4.45,1383.27,1464.23,cylindrical,type2,9.55,14.22,aluminum,0.511,750.706,2790.908,0.269,2700,0.4392,0.17,85.71,Aluminum,12.97,20.1,17383.57,1
29 mm,A,18.66,18.66,17.03,18.36,24.78,3.73,1442.68,1431.57,ogive,type1,2.38,5.68,aluminum,0.865,654.311,420.698,1.555,2700,0.4549,0.297,52.16,Aluminum,29.84,25.3,17722.49,0
40 mm,A,11.07,11.07,21.31,22.33,29.36,6.8,1001.87,984.72,ogive,type3,2.61,6.31,tungsten,0.21,979.909,1122.066,0.873,19300,0.442,0.381,99.69,Steel,25.74,29.1,10694.89,0
29 mm,B,11.73,11.73,6.37,9.6,25.49,2.31,1196.98,1248.63,ogive,type2,3.0,14.34,aluminum,0.795,369.825,733.27,0.504,2700,0.4732,0.349,80.48,Steel,18.85,35.6,4563.34,0
29 mm,B,10.63,10.63,18.82,22.76,73.23,7.55,1179.36,1170.05,cylindrical,type2,11.6,12.93,steel,0.761,804.69,1583.556,0.508,7800,0.1258,0.571,41.19,Steel,28.61,23.2,13088.27,0
29 mm,C,5.57,5.57,19.31,23.29,42.6,5.06,1550.86,1433.2,cylindrical,type1,4.95,6.12,aluminum,0.731,473.57,745.846,0.635,2700,0.4635,0.228,20.61,Titanium,10.28,39.6,23221.88,1
29 mm,A,9.39,9.39,10.5,13.85,51.4,5.28,700.76,695.82,cylindrical,type1,4.4,7.14,steel,0.567,239.878,2261.391,0.106,7800,0.1994,0.258,62.18,Aluminum,19.34,43.0,2578.09,0
40 mm,A,6.84,6.84,8.91,10.4,66.12,4.62,1251.13,1274.65,spherical,type3,2.11,12.95,steel,0.333,765.435,829.495,0.923,7800,0.2437,0.378,76.47,Aluminum,28.23,43.9,6973.53,0
29 mm,C,6.54,6.54,9.28,13.21,42.29,4.88,902.77,939.77,spherical,type1,2.3,3.12,tungsten,0.804,846.462,719.279,1.177,19300,0.2482,0.378,57.57,Aluminum,19.24,14.4,3781.57,0
29 mm,A,13.41,13.41,8.96,10.94,58.95,5.67,1411.53,1367.5,cylindrical,type1,7.27,5.83,tungsten,0.721,877.239,807.279,1.087,19300,0.193,0.483,92.52,Titanium,12.7,1.4,8926.03,0
40 mm,A,6.48,6.48,15.48,17.48,24.6,5.59,1448.41,1434.92,ogive,type3,9.04,8.91,steel,0.783,929.691,1033.177,0.9,7800,0.2754,0.487,81.44,Titanium,25.29,32.2,16237.68,0
29 mm,B,6.54,6.54,7.71,10.77,48.85,2.5,1251.24,1300.09,cylindrical,type1,9.53,12.78,aluminum,0.365,770.42,1997.128,0.386,2700,0.3022,0.056,61.62,Aluminum,8.47,11.3,6035.39,0
40 mm,B,12.21,12.21,18.19,19.34,25.79,5.08,1296.23,1293.23,ogive,type2,7.95,9.34,aluminum,0.588,574.857,786.959,0.73,2700,0.1595,0.47,21.51,Aluminum,8.8,34.5,15281.53,1
29 mm,B,11.63,11.63,7.1,10.58,34.9,3.48,1046.56,970.12,spherical,type3,7.97,8.37,aluminum,0.491,944.826,2151.181,0.439,2700,0.2438,0.445,47.06,Steel,23.28,0.2,3888.27,0
40 mm,C,7.06,7.06,5.54,9.53,37.6,5.46,1044.65,1106.53,cylindrical,type2,11.79,14.51,steel,0.648,288.609,1404.478,0.205,7800,0.2393,0.372,59.55,Aluminum,6.73,35.0,3022.88,0
40 mm,C,5.07,5.07,11.39,14.72,63.06,4.83,1519.63,1508.92,cylindrical,type2,5.76,3.51,steel,0.727,169.579,751.624,0.226,7800,0.3699,0.224,40.02,Steel,6.27,3.2,13151.32,1
40 mm,A,7.89,7.89,8.84,12.19,60.45,2.26,844.9,899.46,cylindrical,type1,5.09,12.14,steel,0.322,488.463,872.125,0.56,7800,0.3323,0.549,87.01,Titanium,14.48,39.6,3155.24,0
29 mm,C,8.54,8.54,24.77,26.94,64.82,6.14,1548.65,1478.88,spherical,type2,13.11,3.65,aluminum,0.322,623.997,1676.535,0.372,2700,0.3864,0.456,53.96,Aluminum,14.95,29.3,29703.15,1
29 mm,B,17.0,17.0,11.06,12.26,23.71,4.2,1420.51,1414.46,spherical,type2,10.96,11.53,tungsten,0.231,711.99,1260.161,0.565,19300,0.4136,0.192,36.3,Steel,16.74,7.3,11158.7,0
40 mm,A,18.73,18.73,9.44,12.82,79.63,4.86,1672.92,1698.41,ogive,type2,8.2,9.06,tungsten,0.31,833.88,1638.425,0.509,19300,0.3668,0.218,82.33,Aluminum,23.52,22.9,13209.68,0
29 mm,C,11.09,11.09,8.94,11.73,23.27,5.71,986.16,981.8,cylindrical,type1,5.58,5.44,aluminum,0.368,124.081,2475.223,0.05,2700,0.1965,0.441,68.66,Aluminum,19.22,22.7,4347.13,0
40 mm,A,11.08,11.08,12.48,16.21,69.54,5.57,1256.8,1197.65,spherical,type1,3.78,9.06,steel,0.251,821.842,328.328,2.503,7800,0.3008,0.555,35.77,Titanium,22.84,39.6,9856.37,0
29 mm,B,15.69,15.69,17.12,18.47,64.42,6.24,742.89,623.55,spherical,type3,2.49,13.43,steel,0.449,640.116,1302.11,0.492,7800,0.2866,0.32,62.62,Steel,6.25,24.0,4724.14,0
40 mm,C,14.4,14.4,20.64,22.56,55.51,2.45,1703.76,1779.92,spherical,type3,13.08,8.14,aluminum,0.673,957.653,1363.24,0.702,2700,0.1296,0.534,75.56,Titanium,12.89,24.8,29956.88,1
40 mm,A,7.76,7.76,12.29,14.37,46.33,1.77,1442.93,1455.33,ogive,type3,9.71,2.09,aluminum,0.755,413.108,902.568,0.458,2700,0.4578,0.26,55.87,Steel,29.16,14.4,12794.18,0
29 mm,A,6.62,6.62,17.52,20.57,65.43,5.68,1385.16,1443.5,spherical,type1,2.6,2.74,tungsten,0.442,655.281,1437.262,0.456,19300,0.1366,0.267,44.19,Titanium,15.69,32.8,16807.53,1
29 mm,B,11.56,11.56,14.64,18.0,64.39,2.65,1505.96,1552.39,ogive,type3,4.06,10.22,steel,0.259,789.894,1786.573,0.442,7800,0.4906,0.427,75.17,Aluminum,10.56,2.3,16601.14,1
40 mm,C,13.47,13.47,21.93,25.81,28.23,1.8,1012.76,1042.6,spherical,type1,5.63,10.81,steel,0.732,564.756,1837.883,0.307,7800,0.1127,0.078,74.98,Aluminum,29.8,43.6,11246.61,0
29 mm,A,7.08,7.08,16.38,18.27,67.56,1.92,1364.25,1348.18,cylindrical,type2,5.42,7.22,aluminum,0.474,240.317,2075.533,0.116,2700,0.3919,0.126,21.35,Titanium,15.28,27.3,15243.05,1
40 mm,B,9.4,9.4,10.8,13.28,24.71,3.19,1581.01,1605.5,spherical,type1,9.13,5.16,aluminum,0.376,144.82,414.953,0.349,2700,0.215,0.451,38.73,Steel,16.97,38.1,13497.8,0
